Magnitude,Depth,destruction,Victim's reaction,Intensity
7,35,4,5,6
4.6,33,3,4,5
7.1,12,2,3,4
6.7,24,4,5,6
7.3,595,2,3,4
6.5,36,4,5,6
6.4,33,8,9,10
4.4,9,2,3,4
6.7,11,5,6,7
4.7,10,5,6,7
7.7,40,5,6,7
6.5,10,4,5,6
6.4,15,4,5,6
7.2,24,5,6,7
7.7,33,7,8,9
6.5,122,3,4,5
7.3,165.49,5,6,7
6.6,27,3,4,5
5.6,34,5,6,7
6.8,36,4,5,6
7.8,40,6,7,8
4.8,10,4,5,6
6.5,25,2,3,4
6.5,27,5,6,7
7.1,146,4,5,6
6.6,18,4,5,6
6.1,10,7,8,9
6.8,11.6,7,8,9
6.8,16.441,3,4,5
7.6,26,7,8,9
6.7,55,5,6,7
6.6,7,1,2,3
7.2,22,2,3,4
7.5,20,6,7,8
6.5,10,5,6,7
8.2,30,7,8,9
6.9,4,6,7,8
6.7,23,3,4,5
7.5,112,6,7,8
6.1,33,6,7,8
5.2,21,6,7,8
7.4,225.6,3,4,5
6.4,21,3,4,5
5.5,33,5,6,7
5.1,20,2,3,4
6.8,87.2,5,6,7
6.5,33,4,5,6
6.7,12,5,6,7
6.5,2.7,6,7,8
6.1,15,5,6,7
7,10,4,5,6
7.2,18.98,5,6,7
5.8,10,7,8,9
6.6,13,3,4,5
7.8,24,1,2,3
8.6,30,6,7,8
6.7,624,1,2,3
4.6,20,4,5,6
6.7,14,7,8,9
7.4,26,7,8,9
6.2,5,4,5,6
6.8,101,4,5,6
6.6,16,4,5,6
5.5,16,6,7,8
6.9,43,4,5,6
7.6,1,7,8,9
7.5,19,3,4,5
6.6,19,3,4,5
5.4,12,6,7,8
6.5,10,3,4,5
7,22,5,6,7
7.3,33,4,5,6
7.1,292,2,3,4
7.1,19.04,6,7,8
8.1,23,7,8,9
7.7,133,8,9,10
5.5,33,2,3,4
6.8,12,5,6,7
7.3,33,4,5,6
6.6,134.7,3,4,5
6.6,14,7,8,9
6.5,10,5,6,7
5.5,15,5,6,7
6.8,20,7,8,9
6.5,10,3,4,5
6.2,33,6,7,8
5.1,12,3,4,5
7.2,70,7,8,9
6.8,36,4,5,6
7.1,35,5,6,7
6.9,130,4,5,6
6.9,30,5,6,7
6.7,23,5,6,7
5.3,15,6,7,8
6.9,28,5,6,7
6.7,16,5,6,7
5.9,13,7,8,9
6.6,29,4,5,6
6.8,53,3,4,5
6.7,11,5,6,7
6.1,33,5,6,7
6.7,33,4,5,6
6.7,14,7,8,9
8.2,45,6,7,8
6.7,624,1,2,3
8,122.6,6,7,8
7.9,135,5,6,7
5,54,5,6,7
6.7,130,3,4,5
6.5,9,6,7,8
6.5,33,4,5,6
7.9,670.81,2,3,4
6.7,10,3,4,5
8,25,7,8,9
7.7,80,6,7,8
7.6,20,7,8,9
5.9,12,8,9,10
6.8,100,7,8,9
6.7,32,4,5,6
6.4,23,6,7,8
6.5,68,4,5,6
7.3,16,3,4,5
6.6,33,5,6,7
7,33,4,5,6
6.2,10,6,7,8
8.3,10,4,5,6
7.5,33,4,5,6
6.9,150,6,7,8
7.3,627.17,1,2,3
6.5,27,5,6,7
6.2,50,5,6,7
7.1,13.73,6,7,8
7.8,14,5,6,7
6.8,24,4,5,6
7,24,5,6,7
6.5,8,2,3,4
6.8,20,7,8,9
6.8,10,5,6,7
6,33,6,7,8
5.6,27,6,7,8
7.4,31.1,5,6,7
7.9,24,6,7,8
7.5,90,3,4,5
6.1,15,6,7,8
5.8,8,3,4,5
6.7,10,2,3,4
6.6,128.1,3,4,5
6.6,4.2,5,6,7
7.9,55,6,7,8
5.8,16,6,7,8
7,579,1,2,3
8.5,30,8,9,10
7.6,28.37,5,6,7
7.7,17,6,7,8
8.6,33,5,6,7
6.4,15,8,9,10
7.2,36,5,6,7
6.4,14,7,8,9
7.1,23,3,4,5
5.1,10,5,6,7
6.9,136,4,5,6
6.8,33,7,8,9
8.4,34,4,5,6
6.9,174.8,3,4,5
6.4,15,4,5,6
7.2,16,2,3,4
6.8,24.9,4,5,6
6.9,24,3,4,5
7.7,15,2,3,4
6.5,101,5,6,7
7.5,91,6,7,8
6.8,169,3,4,5
7.2,10,5,6,7
7.1,58,5,6,7
6.4,15,8,9,10
7.1,55.14,5,6,7
7.2,19,2,3,4
5.9,6,6,7,8
7.5,100,7,8,9
7.2,44,4,5,6
6.3,12,7,8,9
6.6,30,4,5,6
5.5,33,8,9,10
6.1,15,6,7,8
6.3,12,4,5,6
7.7,44,6,7,8
5.5,19,7,8,9
7,29,5,6,7
6.8,20,4,5,6
7.5,35,4,5,6
6.8,12.1,7,7,9
8,644.8,2,3,4
7.5,10,7,8,9
6,25,6,7,8
7.3,31,3,4,5
4.9,33,4,5,6
6.6,10,5,6,7
9.5,33,10,11,12
6.9,34,6,7,8
6.7,20.49,5,6,7
5.8,33,6,7,8
6.7,11,6,7,8
6.1,60,6,7,8
6.6,12,6,7,8
6.6,33,4,5,6
5.5,27,4,5,6
7.4,33,8,9,10
7.5,24,4,5,6
7.5,19,6,7,8
7.3,31,3,4,5
7.8,25,7,8,9
8.1,13,7,8,9
6.8,50,3,4,5
8,30.5,5,6,7
6.5,10,3,4,5
6.8,10,3,4,5
7.7,17,5,6,7
6.8,38.12,4,5,6
6.5,33.93,4,5,6
6.9,107,5,6,7
5.9,6,6,7,8
6.8,18.3,4,5,6
6.8,35,4,5,6
7.1,201.7,3,4,5
7.1,10,3,4,5
5.9,15,6,7,8
7,43,5,6,7
5.8,10,4,5,6
6.5,100.8,4,5,6
6.6,15,5,6,7
6.8,144.3,3,4,5
7.3,37,5,6,7
6.8,350.4,2,3,4
8.3,598.1,3,4,5
6.9,28,1,2,3
6.6,13,5,6,7
6.8,50,5,6,7
6.6,33,4,5,6
6.8,82,4,5,6
7,66,5,6,7
6.6,56,4,5,6
6.5,6.8,2,3,4
7.3,20,8,9,10
7.2,16,3,4,5
6.5,21,3,4,5
6.9,24,5,6,7
6,15,5,6,7
6.4,15,8,9,10
7.1,434,4,5,6
8.1,24,6,7,8
4.7,33,5,6,7
6.2,12,7,8,9
6.8,12,5,6,7
5.5,20,5,6,7
5.6,21,4,5,6
7,15,8,9,10
8.3,22.44,6,7,8
7.8,28,5,6,7
7.3,28,7,8,9
7.7,14.86,4,5,6
6.6,15,5,6,7
5.7,10,7,8,9
6.7,28,4,5,6
6.5,20,4,5,6
5.3,11,5,6,7
7.8,8,6,7,8
6.1,208,4,5,6
7.3,150,8,9,10
7.7,15,6,7,8
6.7,46,4,5,6
6.6,113.7,3,4,5
5.9,10,5,6,7
6.8,50,5,6,7
6.8,12,7,8,9
5.4,30,4,5,6
5.6,10,5,6,7
7,39,5,6,7
8.3,33,7,8,9
7.9,42.6,5,6,7
5.8,10,7,8,9
6,10,0,1,2
7.8,59.3,7,8,9
8.6,15,4,5,6
7.9,49,6,7,8
8.1,10,4,5,6
7.8,35,4,5,6
6.6,18,4,5,6
6,83,6,7,8
5,28,0,1,2
6.5,28,3,4,5
7.9,10,4,5,6
6.8,34,4,5,6
6.1,9,6,7,8
5.5,1,4,5,6
8.3,20,8,9,10
5.9,48,4,5,6
6.6,128.1,3,4,5
7.6,25,8,9,10
6.8,570.41,1,2,3
6.7,40,4,5,6
7.4,30,5,6,7
7.1,10,3,4,5
7,8.8,4,5,6
6.6,11,5,6,7
6.6,56,4,5,6
6.9,10,7,8,9
8,30.5,5,6,7
6.5,14.2,5,6,7
7.2,15,6,7,8
6.5,12,5,6,7
6.9,5,7,8,9
7,31,4,5,6
6,11,5,6,7
6.5,576,0,1,1
7.7,15,7,8,9
7,26,3,4,5
6.6,10,7,8,9
6.6,9,5,6,7
7.5,24,4,5,6
8.3,25,4,5,6
6.6,33,5,6,7
6.5,9,5,6,7
6.8,32,6,7,8
7.6,15,8,9,10
5.8,11,3,4,5
6.5,21,4,5,6
7.5,60,9,10,11
6.4,17,3,4,5
8,20,7,8,9
6.7,25,6,7,8
7.3,26.3,5,6,7
5.6,10,5,6,7
6.7,8,6,7,8
7,30,5,6,7
6.7,24,4,5,6
7.4,35,3,4,5
6.5,56,4,5,6
6.6,40,4,5,6
6.6,57.92,4,5,6
8.3,10,4,5,6
6.5,17,5,6,7
6,33,6,7,8
5.4,55,5,6,7
7.9,135,5,6,7
6.7,12,3,4,5
6.6,8,6,7,8
6.9,30,7,8,9
6.6,18,4,5,6
7.5,35,3,4,5
6.7,10,4,5,6
8.1,13,7,8,9
4.8,10,4,5,6
5.5,5,5,6,7
7.8,20.59,7,8,9
6.6,212,4,5,6
6.6,21,4,5,6
7.9,40,6,7,8
7.7,140,5,6,7
5.6,10,6,7,8
6.9,28,4,5,6
7.2,31,4,5,6
5.8,6,5,6,7
7,16.6,5,6,7
7.7,20,3,4,5
7.3,170,4,5,6
6,27,5,6,7
6.5,14,3,4,5
7,33,4,5,6
6.8,122.9,4,5,6
7.7,33,7,8,9
6.5,2,7,8,9
6.7,10,4,5,6
7.5,50,3,4,5
7.3,15,5,6,7
7.2,10,2,3,4
6.6,10,2,3,4
7.1,40,4,5,6
6.6,591,1,2,3
6.5,24,2,3,4
6.2,22,5,6,7
6.9,13,2,3,4
6.6,18,5,6,7
7.8,40,5,6,7
6.8,19.7,4,5,6
7.8,15,6,7,8
6.9,28,5,6,7
8.4,33,6,7,8
6.7,10,3,4,5
7,10,7,8,9
6.5,36,4,5,6
7.2,32,4,5,6
7,21,6,7,8
7.4,30,5,6,7
6.8,26,4,5,6
6.5,38,3,4,5
7.8,28,5,6,7
7.1,10,3,4,5
6,5,4,5,6
6.9,188.6,3,4,5
7.1,43.98,6,7,8
7.1,525,1,2,3
7,147,4,5,6
6.7,152,3,4,5
7,10,3,4,5
5.8,33,7,8,9
7.7,14.86,4,5,6
6.5,30,4,5,6
7,31,4,5,6
6.8,34,4,5,6
8.3,598.1,3,4,5
6.7,550,1,2,3
4.1,9,5,6,7
7.5,230,6,7,8
7,48,5,6,7
7.2,9.987,7,8,9
7.1,35,5,6,7
6.3,206,4,5,6
6.6,35,7,8,9
6.5,301,2,3,4
8.1,13,7,8,9
8,45.6,6,7,8
5.1,15,5,6,7
6.8,13.7,4,5,6
6.7,12,2,3,4
7.4,173.7,4,5,6
4.3,5,6,7,8
7.2,110,5,6,7
6.8,33,4,5,6
7.5,30,5,6,7
5.3,15,3,4,5
5,6,5,6,7
7.5,24,4,5,6
6.5,21,4,5,6
7.2,236,3,4,5
7,70,5,6,7
7.2,16,2,3,4
6.7,12,3,4,5
6.6,25.7,3,4,5
6.7,30,3,4,5
6.5,6.43,3,4,5
6.7,23,4,5,6
7.3,33,4,5,6
6.6,16.1,3,4,5
8.8,22.9,7,8,9
6.7,27.4,4,5,6
6.6,15,7,8,9
5.8,33,5,6,7
7,30,7,8,9
6.6,18,4,5,6
7.9,55,5,6,7
7.3,33,4,5,6
7.1,10,4,5,6
6.8,38,4,5,6
6.9,17,7,8,9
6.6,10,7,8,9
6.6,25,6,7,8
7.7,33,5,6,7
6.5,119,3,4,5
7.5,41,5,6,7
7.1,46.7,6,7,8
8.1,90,6,7,8
6.9,414.5,1,2,3
8.2,33,7,8,9
6.9,405.69,1,2,3
6.6,27,5,6,7
7.6,50,4,5,6
7.5,57,4,5,6
7.6,22.56,5,6,7
7.3,63,7,8,9
4.9,10,5,6,7
6.6,20,5,6,7
7.7,16,7,8,9
7.4,6,7,8,9
7.5,160,4,5,6
7,19,4,5,6
6.7,27.59,3,4,5
6.6,33,4,5,6
6.7,206.3,2,3,4
6.5,17,5,6,7
6.7,32,4,5,6
6.6,17,5,6,7
6.7,10,7,8,9
7.5,24,6,7,8
6.7,31,4,5,6
6.6,85,6,7,8
7.8,30,5,6,7
7.3,150,8,9,10
5.4,10,5,6,7
6.5,192.955,2,3,4
6.4,13,7,8,9
8.5,30,9,10,11
7.8,27.7,6,7,8
6.8,18,5,6,7
7,9,3,4,5
6.6,131.8,4,5,6
4,3,5,6,7
7.1,18,8,9,10
7.7,80,6,7,8
5.8,15,6,7,8
5.6,15,6,7,8
6.6,10,4,5,6
7.5,25.21,6,7,8
6.8,15,4,5,6
6.6,10,2,3,4
6.7,18,7,8,9
6.8,24,6,7,8
7.3,10,4,5,6
7.7,40,5,6,7
5.3,18,6,7,8
7,39,5,6,7
6.5,224.6,3,4,5
6.8,11,3,4,5
6.9,6.43,5,6,7
5.2,21,6,7,8
6.8,15.4,4,5,6
4.7,18,4,5,6
7.4,35,7,8,9
6.5,30,2,3,4
7.1,18,8,9,10
6.9,13,5,6,7
6.6,13,5,6,7
6.8,33,4,5,6
7.2,31,4,5,6
6.8,13,3,4,5
6.5,10,5,6,7
6.5,56,4,5,6
6.7,17,4,5,6
8.1,33,5,6,7
8.1,19,7,8,9
7,11,4,5,6
7.1,10,3,4,5
7.4,20,6,7,8
6.4,33,9,10,11
6.8,535,1,2,3
7.3,46,4,5,6
6.6,25,4,5,6
7.1,35,2,3,4
7.8,60,3,4,5
8.4,15,9,10,11
6,10,8,9,10
7,35,4,5,6
5.4,54,5,6,7
6.8,24,7,8,9
6,7,6,7,8
8.1,24,6,7,8
7.6,38,6,7,8
5.7,8,8,9,10
4.2,20,5,6,7
6.7,66,4,5,6
4.9,14,3,4,5
7.7,16,7,8,9
7.1,206.7,3,4,5
6.5,59.9,3,4,5
7.6,33,5,6,7
7.5,47,6,7,8
7,15,8,9,10
6.1,9,3,4,5
6.6,19,3,4,5
6.9,26,2,3,4
8,10,6,7,8
7.3,40,4,5,6
6,63,6,7,8
6.6,21,4,5,6
7.6,10,7,8,9
6.9,32,5,6,7
5.9,21,5,6,7
6.7,27.59,3,4,5
6.6,10,3,4,5
7.2,24,5,6,7
7.4,36,4,5,6
7.9,24,4,5,6
6.5,16,4,5,6
5.8,8,3,4,5
6.7,10,5,6,7
6.9,49,4,5,6
6.9,405.69,1,2,3
8.6,15,9,10,11
6.6,35,5,6,7
5.7,18,6,7,8
7.6,89,5,6,7
6.8,65.842,5,6,7
7.4,39,4,5,6
7.9,48,4,5,6
7.7,80,6,7,8
6.5,33,4,5,6
5.5,10,6,7,8
7.4,30,5,6,7
6.5,10,5,6,7
7.1,15,6,7,8
6.3,33,4,5,6
6.6,33,6,7,8
7.5,19,6,7,8
7.5,33,5,6,7
8.4,30,9,10,11
6.6,20,4,5,6
6.9,20,4,5,6
6.5,31.9,4,5,6
7.2,28,5,6,7
6.7,46,4,5,6
5.7,17,6,7,8
6.9,11,5,6,7
5.4,10,5,6,7
7.3,10,5,6,7
6,27,5,6,7
5.2,10,5,6,7
6.7,10,2,3,4
6.3,17,6,7,8
6,15,7,8,9
6.8,26,5,6,7
6.8,122.9,4,5,6
6.7,206.3,2,3,4
6.9,50,6,7,8
6.6,43.21,2,3,4
5.5,8,6,7,8
6.7,20,4,5,6
6.8,219.96,2,3,4
7.2,32.571,4,5,6
7.9,33,6,7,8
5.1,6,5,6,7
6,33,6,7,8
7.9,43,8,9,10
7,25,4,5,6
6.8,15,4,5,6
7,39,5,6,7
5.2,32,0,1,2
7.2,20,8,9,10
6.7,11,4,5,6
7.5,120,5,6,7
7.9,14.06,2,3,4
6.4,10,6,7,8
6.5,33,4,5,6
7.9,14.06,2,3,4
6.5,100.8,4,5,6
8.3,50,5,6,7
6.7,38.182,7,8,9
7,22,5,6,7
7.8,20.1,5,6,7
6.5,24,2,3,4
6.6,13,7,8,9
7.1,15,6,7,8
6.6,15,7,8,9
6.6,53.19,4,5,6
7.6,10,5,6,7
6.9,7.8,6,7,8
6.6,131.8,4,5,6
7.1,13.73,6,7,8
6.2,6,4,5,6
6.5,70,4,5,6
7.7,14.86,4,5,6
6,5,6,7,8
6.6,15,7,8,9
6.6,33,4,5,6
6.6,12,6,7,8
6.2,50,5,6,7
7,13,5,6,7
6.8,11,0,1,2
6.6,10,2,3,4
7.8,115.6,5,6,7
6.6,25,4,5,6
6.6,10,5,6,7
7.7,14.86,4,5,6
7,10,2,3,4
6.5,29,4,5,6
7.9,30,7,8,9
6.4,15,8,9,10
6,13,6,7,8
6.6,614,1,2,3
7.7,17,5,6,7
6.8,21,3,4,5
5.9,13,7,8,9
7.6,73,4,5,6
5.8,6,5,6,7
6.7,28,4,5,6
4.8,12,5,6,7
6.9,7.8,6,7,8
5.9,12,3,4,5
7,10,8,9,10
6.3,15,5,6,7
7,41,3,4,5
6.7,45,5,6,7
6.7,553.81,1,2,3
5.2,21,6,7,8
6.6,33,5,6,7
6.7,18,4,5,6
6.9,33.3,2,3,4
6.6,166.2,4,5,6
6.5,110,4,5,6
4.3,5,6,7,8
5.5,8,3,4,5
5.8,10,8,9,10
7.7,60,6,7,8
6.1,44,5,6,7
7.9,4.2,7,8,9
7,33,4,5,6
6.5,21,3,4,5
6.8,12,3,4,5
5.6,21,5,6,7
6.6,43.21,2,3,4
6.7,10,6,7,8
7.9,42.6,5,6,7
6.7,130,3,4,5
7.1,48,6,7,8
7.2,38,4,5,6
6.8,220,3,4,5
7.2,42.6,4,5,6
6.6,17,5,6,7
6.8,50,3,4,5
6.5,24,4,5,6
6,15,8,9,10
7,68,5,6,7
6.7,20,4,5,6
7,44,5,6,7
5.8,15,6,7,8
6.4,20,6,7,8
6.9,15,3,4,5
7,15,8,9,10
8.3,10,4,5,6
5.2,10,5,6,7
6.6,131.8,4,5,6
6.9,136,4,5,6
6.8,198.7,3,4,5
7.3,16,5,6,7
7,185.1,3,4,5
7,19.9,6,7,8
6.5,196,2,3,4
6.9,36.4,5,6,7
6.8,33,4,5,6
7,43,5,6,7
5.8,17,5,6,7
6.9,8,7,8,9
4.9,29,2,3,4
7.1,10,5,6,7
4.8,10,3,4,5
6.7,34,4,5,6
5.2,10,3,4,5
7,43.6,5,6,7
6.1,15,5,6,7
6.7,11,4,5,6
6.7,573,1,2,3
6.9,136,4,5,6
7.6,578,1,2,3
8.1,30,5,6,7
8.1,24,6,7,8
5.4,15,4,5,6
6.6,27,3,4,5
6.1,9,4,5,6
7.3,40,8,9,10
6.6,10,4,5,6
7.1,43,4,5,6
6.9,120,8,9,10
9.2,25,9,10,11
6.5,105.631,4,5,6
5.5,5,5,6,7
5.8,10,7,8,9
6.2,10,6,7,8
7,10,3,4,5
8.3,22.4,7,8,9
6.1,34,5,6,7
6.7,71.9,3,4,5
6.6,56,4,5,6
7.3,15,5,6,7
6.5,24,4,5,6
8.5,30,9,10,11
6.8,12,4,5,6
6.9,8,3,4,5
6.6,43.21,2,3,4
6.7,26,7,8,9
6.8,18,5,6,7
8.3,30,8,9,10
6.5,14.83,2,3,4
5.4,11,3,4,5
6.7,65.8,3,4,5
7,137,3,4,5
6.6,33,4,5,6
7.3,14.27,3,4,5
7.3,22,7,8,9
7.3,19,6,7,8
7.8,40,6,7,8
8.3,33,7,8,9
6.7,12,5,6,7
6.9,26,5,6,7
6.3,33,7,8,9
5,10,5,6,7
8.3,35,7,8,9
7.2,10,7,8,9
5.6,18,3,4,5
6.7,10,1,2,3
6.6,15,5,6,7
6.7,595.854,1,2,3
6.8,22,2,3,4
6.9,8,3,4,5
7.6,90,6,7,8
6.1,33,5,6,7
6.6,24,5,6,7
7.9,100,8,9,10
6.9,624,1,2,3
7.6,25,7,8,9
6.8,26,5,6,7
7.8,47,6,7,8
6.6,10,5,6,7
6.7,66,4,5,6
6.8,35,4,5,6
7.2,10,5,6,7
5.1,10,2,3,4
7.1,39,5,6,7
7.3,527,2,3,4
6.6,35,2,3,4
6.1,10,6,7,8
6.8,16.441,3,4,5
3.6,10,3,4,5
7.9,4.2,7,8,9
6.8,46,5,6,7
8.3,22.44,6,7,8
6.8,40,3,4,5
6.8,33,3,4,5
6.5,42.9,4,5,6
7,147,4,5,6
6.6,10,3,4,5
7.8,21,7,8,9
6.5,6.43,3,4,5
7,30,7,8,9
8,35,5,6,7
7.5,20,8,9,10
6.6,14,6,7,8
7.8,40,6,7,8
4.7,24,5,6,7
7.5,231,5,6,7
7.1,10,3,4,5
6.7,17,4,5,6
3.6,10,3,4,5
6.6,14,3,4,5
4.3,10,6,7,8
8.1,24,6,7,8
8.2,10,5,6,7
7.6,90,5,6,7
7.7,10,2,3,4
7.3,24,3,4,5
6.6,96,4,5,6
7.1,10,7,8,9
6.5,8,7,8,9
6.8,12,5,6,7
7.3,20,6,7,8
6.7,5,7,8,9
6.6,35,7,8,9
7,39,4,5,6
7.7,16,8,9,10
7.3,10,2,3,4
6.5,45.8,4,5,6
6.5,16,2,3,4
6.5,20,4,5,6
6.7,38.182,7,8,9
6.9,20,3,4,5
6,82,3,4,5
7.2,236,3,4,5
6.5,10,4,5,6
6.7,10,8,9,10
5.5,10,5,6,7
8.3,60,8,9,10
7.9,5,7,8,9
6.6,134.7,3,4,5
7.6,17,5,6,7
4.6,5,3,4,5
7.6,240,5,6,7
7.2,10,7,8,9
7.6,102,4,5,6
6.5,20,4,5,6
6.8,19,4,5,6
7.7,40,5,6,7
6,58,4,5,6
6,15,5,6,7
6.5,12.26,5,6,7
7.1,35,2,3,4
9.5,25,10,11,12
6.9,21,3,4,5
6.7,206.3,2,3,4
6.5,35,4,5,6
5.6,26,6,7,8
6.6,18,4,5,6
7.2,78,4,5,6
7,40,9,10,11
7.3,10,8,9,10
7.1,43.063,5,6,7
5.3,10,4,5,6
8.1,34,7,8,9
4.6,33,6,7,8
6.8,20,5,6,7
7.1,14,7,8,9
7.3,23,8,9,10
4.3,5,6,7,8
5.8,33,7,8,9
5.2,10,5,6,7
6.5,100.8,4,5,6
6.7,11,4,5,6
6.6,128.1,3,4,5
6.1,33,6,7,8
6.2,9,7,8,9
7.2,16,8,9,10
7.8,17,7,8,9
6.1,66,4,5,6
6.7,89,4,5,6
6.9,26,4,5,6
6.5,8.382,7,8,9
6.5,21,3,4,5
6.7,63,6,7,8
6.9,115,2,3,4
7.3,70,9,10,11
7.7,17,6,7,8
6.5,5,5,6,7
8.1,30,5,6,7
7,24,5,6,7
6.5,20,2,3,4
6.9,33,4,5,6
5.4,13,4,5,6
7.7,60,6,7,8
6.8,35,4,5,6
6.4,33,9,10,11
7,37,4,5,6
5.5,54,3,4,5
6.6,33,4,5,6
6.8,11,2,3,4
4.5,33,4,5,6
8.4,34,4,5,6
6.6,33,3,4,5
6.9,8,3,4,5
6.5,33.93,4,5,6
7,28.41,5,6,7
7.6,10,5,6,7
6.6,21,4,5,6
7,29,4,5,6
6.9,41,4,5,6
6,15,8,9,10
6.7,11,5,6,7
7.3,25,5,6,7
6,30,6,7,8
5.8,15,6,7,8
6.6,35,4,5,6
7.2,39.2,4,5,6
6.9,9,5,6,7
7.3,15,8,9,10
6.7,152,3,4,5
5.5,1,4,5,6
6.6,533.76,0,1,2
6.4,10,6,7,8
6.8,12.59,4,5,6
7.2,33,5,6,7
6.6,21,5,6,7
5.3,33,6,7,8
6.7,30,3,4,5
6.5,15,8,9,10
5.5,20,5,6,7
6.8,35,5,6,7
7.4,173.7,4,5,6
4.9,11,5,6,7
6.9,10,6,7,8
7.7,45,5,6,7
6.2,25,9,10,11
8.7,30,6,7,8
6.6,29,4,5,6
7.1,201.7,3,4,5
6.7,200.7,2,3,4
6.7,29,5,6,7
7.7,583.2,2,3,4
6.5,90,5,6,7
7.1,34,4,5,6
6.9,6.43,5,6,7
7.7,10,6,7,8
7,48,5,6,7
7.2,38,4,5,6
6,30,4,5,6
7.8,10,7,8,9
6.3,21,6,7,8
7,28.566,3,4,5
7.4,13,7,8,9
7.5,33,5,6,7
7,10,2,3,4
7.6,33,5,6,7
6.6,10,5,6,7
5.2,22,4,5,6
6.6,96,4,5,6
5.3,10,5,6,7
6.5,10,6,7,8
6.5,9,5,6,7
5.8,5,6,7,8
7.3,22,7,8,9
6.9,41,4,5,6
6.5,33,5,6,7
7.1,9,7,8,9
7.3,10,8,9,10
6.5,20,2,3,4
7.8,15,8,9,10
7.1,28,4,5,6
6.9,10,4,5,6
7.1,10,5,6,7
7.2,33,5,6,7
6.5,13,6,7,8
5.4,13,4,5,6
6.8,50,3,4,5
6,6,5,6,7
7.5,18,4,5,6
6.6,10,4,5,6
6.9,21,5,6,7
6.7,200.7,2,3,4
6.5,10,2,3,4
6.5,15,2,3,4
7.3,150,8,9,10
6.9,8,7,8,9
7.3,63,7,8,9
5.3,0,2,3,4
6.9,33.3,2,3,4
7.2,15,8,9,10
7.2,10,7,8,9
6.6,15,5,6,7
5.1,10,6,7,8
5.7,10,7,8,9
6.5,90,5,6,7
8.1,20,8,9,10
7.5,8.7,4,5,6
6.2,83,6,7,8
7.9,33,6,7,8
6.8,60,9,10,11
5.4,11,3,4,5
6.9,13,2,3,4
6.8,5,8,9,10
7.9,24,6,7,8
5.6,10,5,6,7
7,19,4,5,6
7.2,47,6,7,8
7.5,231,5,6,7
7.8,17.925,7,8,9
6.8,100,7,8,9
6.4,15,7,8,9
7,10,8,9,10
6.1,6,4,5,6
7.7,2,7,8,9
8.5,35,7,8,9
5.1,10,2,3,4
8,35,6,7,8
6.8,122.9,4,5,6
7.5,30,5,6,7
6.6,10,2,3,4
6.9,6,7,8,9
6.5,17,5,6,7
6.8,24,4,5,6
6.5,37,4,5,6
8.4,33,6,7,8
6.8,65,7,8,9
5.8,11,5,6,7
8.6,15,9,10,11
6.5,110,3,4,5
7.9,10,7,8,9
5.8,37,5,6,7
7,18,5,6,7
5.3,39,2,3,4
7,22,5,6,7
7.5,55,5,6,7
7.1,28,4,5,6
7.4,10,3,4,5
6.4,14,7,8,9
7.2,110,5,6,7
7.9,10,3,4,5
6.6,16.1,3,4,5
6.1,27,5,6,7
5.4,35,5,6,7
7.8,34,6,7,8
5.9,48,4,5,6
5.6,10,5,6,7
6.7,11,4,5,6
7.5,57.8,3,4,5
7.4,173.7,4,5,6
5.9,12,8,9,10
6.9,19,7,8,9
6.8,53,4,5,6
7.3,51,8,9,10
6.4,13,7,8,9
7.8,27,7,8,9
8,60.5,7,8,9
4.5,15,5,6,7
6.6,10,4,5,6
6.6,91.1,3,4,5
6.9,6,7,8,9
6.6,22,1,2,3
6.1,33,6,7,8
7,12,7,8,9
4.5,10,0,1,2
6.5,30,4,5,6
7.5,30,6,7,8
7.4,35,3,4,5
7.1,15,9,10,11
7.9,50,8,9,10
6.8,50,5,6,7
7.1,43.98,6,7,8
6.7,13,3,4,5
7.2,240,5,6,7
6.8,198,3,4,5
6.9,50,6,7,8
7.4,26,5,6,7
6.6,151.6,3,4,5
5.7,11,4,5,6
6.6,35,4,5,6
6.8,535,1,2,3
7.7,2,7,8,9
7.9,20,9,10,11
6.5,598.925,0,1,2
6.9,10,7,8,9
7.9,24,4,5,6
4,3,5,6,7
7,26,3,4,5
6.8,169,3,4,5
6.6,30,4,5,6
6.7,130,3,4,5
6.7,20,4,5,6
7.3,10,8,9,10
6.9,93,5,6,7
8.1,33,5,6,7
6.6,15,7,8,9
5.8,17,5,6,7
7.6,15,4,5,6
6.5,33,4,5,6
5,41,4,5,6
7.6,61.4,6,7,8
6.6,10,6,7,8
6.5,10,6,7,8
6.8,32,6,7,8
5.3,100,5,6,7
6.8,220,3,4,5
6.5,28.9,3,4,5
7.6,620.56,2,3,4
5.1,38,4,5,6
6.7,17.4,4,5,6
6.5,10,3,4,5
7.3,165.49,5,6,7
6.6,25,6,7,8
6.7,33,2,3,4
7.5,24,4,5,6
7.1,12,2,3,4
6.8,50,5,6,7
6.4,21,3,4,5
6.5,28,1,2,3
6.5,56,4,5,6
5.9,1,9,10,11
6.5,21,4,5,6
6.5,28,4,5,6
7.2,183.4,4,5,6
6.6,10,5,6,7
5.4,11,6,7,8
5.6,4,1,2,3
6.1,6,4,5,6
7.8,31,8,9,10
8,45.6,6,7,8
6.5,8.2,5,6,7
6.3,10,6,6,8
8,39,6,7,8
6.6,17,3,4,5
6.8,24,6,7,8
6.8,18,5,6,7
